,pdb_id,lig_id,rmsd,label
0,10_3p5o_3p5o,1_000,0.682098,1
1,10_3p5o_3p5o,1_001,0.723942,1
2,10_3p5o_3p5o,1_002,6.56643,0
3,10_3p5o_3p5o,1_003,1.6722599999999999,1
4,10_3p5o_3p5o,1_004,6.1848,0
5,10_3p5o_3p5o,1_005,0.9182,1
6,10_3p5o_3p5o,1_006,1.21499,1
7,10_3p5o_3p5o,1_007,0.773604,1
8,10_3p5o_3p5o,1_008,1.78645,1
9,10_3p5o_3p5o,1_009,1.3267799999999998,1
10,10_3p5o_3p5o,1_010,6.87765,0
11,10_3p5o_3p5o,1_011,6.03229,0
12,10_3p5o_3p5o,1_012,5.858219999999999,0
13,10_3p5o_3p5o,1_013,1.40346,1
14,10_3p5o_3p5o,1_014,1.83044,1
15,10_3p5o_3p5o,1_015,1.11666,1
16,10_3p5o_3p5o,1_016,1.77962,1
17,10_3p5o_3p5o,1_017,0.708719,1
18,10_3p5o_3p5o,1_018,5.8849,0
19,10_3p5o_3p5o,1_019,1.30166,1
20,10_3p5o_3u5j,1_000,2.85429,0
21,10_3p5o_3u5j,1_001,2.77323,0
22,10_3p5o_3u5j,1_002,2.432,0
23,10_3p5o_3u5j,1_003,2.3103,0
24,10_3p5o_3u5j,1_004,2.45628,0
25,10_3p5o_3u5j,1_005,0.382286,1
26,10_3p5o_3u5j,1_006,6.73833,0
27,10_3p5o_3u5j,1_007,5.0610599999999994,0
28,10_3p5o_3u5j,1_008,4.90152,0
29,10_3p5o_3u5j,1_009,4.96433,0
30,10_3p5o_3u5j,1_010,6.02792,0
31,10_3p5o_3u5j,1_011,6.572539999999999,0
32,10_3p5o_3u5j,1_012,4.85369,0
33,10_3p5o_3u5j,1_013,5.07059,0
34,10_3p5o_3u5j,1_014,5.06813,0
35,10_3p5o_3u5j,1_015,4.856319999999999,0
36,10_3p5o_3u5j,1_016,7.24551,0
37,10_3p5o_3u5j,1_017,7.211189999999999,0
38,10_3p5o_3u5j,1_018,7.373139999999999,0
39,10_3p5o_3u5j,1_019,7.1063600000000005,0
40,10_3p5o_4lzs,1_000,0.8900299999999999,1
41,10_3p5o_4lzs,1_001,4.40444,0
42,10_3p5o_4lzs,1_002,5.71931,0
43,10_3p5o_4lzs,1_003,5.0171,0
44,10_3p5o_4lzs,1_004,4.2592099999999995,0
45,10_3p5o_4lzs,1_005,4.99836,0
46,10_3p5o_4lzs,1_006,5.02931,0
47,10_3p5o_4lzs,1_007,4.01984,0
48,10_3p5o_4lzs,1_008,3.2938300000000003,0
49,10_3p5o_4lzs,1_009,4.17451,0
50,10_3p5o_4lzs,1_010,4.435980000000001,0
51,10_3p5o_4lzs,1_011,5.64613,0
52,10_3p5o_4lzs,1_012,5.63975,0
53,10_3p5o_4lzs,1_013,4.39164,0
54,10_3p5o_4lzs,1_014,5.40825,0
55,10_3p5o_4lzs,1_015,1.83942,1
56,10_3p5o_4lzs,1_016,5.87568,0
57,10_3p5o_4lzs,1_017,4.66443,0
58,10_3p5o_4lzs,1_018,3.75403,0
59,10_3p5o_4lzs,1_019,4.993180000000001,0
60,10_3p5o_4ogj,1_000,7.487360000000001,0
61,10_3p5o_4ogj,1_001,7.513610000000001,0
62,10_3p5o_4ogj,1_002,7.540039999999999,0
63,10_3p5o_4ogj,1_003,7.29815,0
64,10_3p5o_4ogj,1_004,1.7060799999999998,1
65,10_3p5o_4ogj,1_005,5.97565,0
66,10_3p5o_4ogj,1_006,2.40623,0
67,10_3p5o_4ogj,1_007,7.441660000000001,0
68,10_3p5o_4ogj,1_008,7.558110000000001,0
69,10_3p5o_4ogj,1_009,1.642,1
70,10_3p5o_4ogj,1_010,7.48965,0
71,10_3p5o_4ogj,1_011,7.20746,0
72,10_3p5o_4ogj,1_012,1.5509700000000002,1
73,10_3p5o_4ogj,1_013,2.40868,0
74,10_3p5o_4ogj,1_014,7.52105,0
75,10_3p5o_4ogj,1_015,7.52244,0
76,10_3p5o_4ogj,1_016,7.19499,0
77,10_3p5o_4ogj,1_017,1.2692299999999999,1
78,10_3p5o_4ogj,1_018,2.8229599999999997,0
79,10_3p5o_4ogj,1_019,3.404,0
80,10_3p5o_4wiv,1_000,3.29324,0
81,10_3p5o_4wiv,1_001,3.90199,0
82,10_3p5o_4wiv,1_002,3.8969699999999996,0
83,10_3p5o_4wiv,1_003,3.95855,0
84,10_3p5o_4wiv,1_004,4.40158,0
85,10_3p5o_4wiv,1_005,6.7754199999999996,0
86,10_3p5o_4wiv,1_006,4.53029,0
87,10_3p5o_4wiv,1_007,8.2364,0
88,10_3p5o_4wiv,1_008,6.48931,0
89,10_3p5o_4wiv,1_009,3.5393,0
90,10_3p5o_4wiv,1_010,3.5373300000000003,0
91,10_3p5o_4wiv,1_011,6.1973400000000005,0
92,10_3p5o_4wiv,1_012,4.1727,0
93,10_3p5o_4wiv,1_013,2.70384,0
94,10_3p5o_4wiv,1_014,8.24033,0
95,10_3p5o_4wiv,1_015,8.331439999999999,0
96,10_3p5o_4wiv,1_016,6.18569,0
97,10_3p5o_4wiv,1_017,5.13618,0
98,10_3p5o_4wiv,1_018,0.909998,1
99,10_3p5o_4wiv,1_019,6.86141,0
100,10_3u5j_3p5o,1_000,0.686706,1
101,10_3u5j_3p5o,1_001,1.09528,1
102,10_3u5j_3p5o,1_002,0.694101,1
103,10_3u5j_3p5o,1_003,6.0972599999999995,0
