#code	score
4rfm_113	0.9859540000000001
4rfm_140	0.023281949
4rfm_185	0.86965287
4rfm_191	0.39188734
4rfm_21	0.6775146
4rfm_223	0.04088301
4rfm_233	0.17149356
4rfm_259	0.005837574599999999
4rfm_26	0.005874226
4rfm_262	0.035879432999999995
4rfm_3	0.01620773
4rfm_31	0.005614523299999999
4rfm_313	0.12327843
4rfm_319	0.012070775
4rfm_321	0.00034919415999999995
4rfm_327	0.99325126
4rfm_344	0.015079872
4rfm_350	0.011047918
4rfm_353	0.43375885
4rfm_354	0.9915251
4rfm_37	0.9399703000000001
4rfm_39	0.000319693
4rfm_402	0.002148704
4rfm_404	0.0076222485
4rfm_412	0.0010593084
4rfm_413	0.00035163635
4rfm_43	0.10130183400000001
4rfm_430	0.0011394715
4rfm_440	0.0074583697
4rfm_453	0.0009112530400000001
4rfm_458	0.0018743896
4rfm_473	0.0005458429
4rfm_480	0.00049029203
4rfm_487	0.00063142425
4rfm_488	0.0043283715
4rfm_497	0.0018356423999999999
4rfm_498	0.003614519
4rfm_506	0.00029346714
4rfm_508	0.0005894703
4rfm_514	1.4190349000000001e-05
4rfm_524	0.0041926173
4rfm_529	0.00025893745
4rfm_533	0.0007679011
4rfm_534	8.571148000000001e-05
4rfm_536	0.009108135
4rfm_542	0.0007217505499999999
4rfm_545	0.00014698035
4rfm_553	6.706301999999999e-05
4rfm_557	0.00022548877999999998
4rfm_559	8.83329e-05
4rfm_560	3.3065407e-05
4rfm_562	0.00010665339
4rfm_567	2.5069610000000002e-05
4rfm_569	0.00010994048999999999
4rfm_577	0.0013887249
4rfm_580	7.560273e-05
4rfm_588	2.8871515e-05
4rfm_589	3.9385344e-05
4rfm_592	0.005864456999999999
4rfm_593	0.0005762725
4rfm_598	0.003103349
4rfm_612	0.0019350721
4rfm_627	0.00024056144
4rfm_629	0.00041764468
4rfm_635	0.0008464447
4rfm_637	0.00024184145
4rfm_639	0.00011664228
4rfm_640	0.00012699496
4rfm_641	0.0004922746
4rfm_642	0.0021791404999999997
4rfm_646	7.673779000000001e-05
4rfm_650	0.0013002396000000001
4rfm_652	0.00070725
4rfm_66	0.96764886
4rfm_665	0.0009716515
4rfm_667	0.0011382186
4rfm_669	0.00035406215
4rfm_670	0.00060560944
4rfm_675	0.0002025172
4rfm_682	0.00016983886999999998
4rfm_689	0.00030026317
4rfm_694	0.00032746908
4rfm_729	0.48966980000000004
4rfm_732	0.025353154
4rfm_744	0.0063794496999999995
4rfm_747	0.0011347564
4rfm_748	0.003539428
4rfm_798	0.95048326
4rfm_85	0.9825668
4rfm_863	0.8727355
4rfm_869	0.90110284
4rfm_9	0.9954834000000001
4rfm_936	0.36678794
4rfm_940	0.51516795
4rfm_941	0.43974376
4rfm_ligand	0.9960305
