#code	score
3d6q_117	0.105387434
3d6q_123	0.032990836
3d6q_132	0.14281078
3d6q_140	0.038773146
3d6q_163	0.040933475
3d6q_207	0.10105286
3d6q_23	0.3542829
3d6q_248	0.019177688000000002
3d6q_250	0.025587235
3d6q_259	0.014348227
3d6q_276	0.19940044
3d6q_289	0.03375244
3d6q_299	0.00525625
3d6q_312	0.1533981
3d6q_313	0.26587614
3d6q_320	0.59052503
3d6q_321	0.42559528
3d6q_338	0.19689462
3d6q_357	0.04142891
3d6q_367	0.1335394
3d6q_373	0.14825533
3d6q_404	0.0039727394000000004
3d6q_420	0.00584606
3d6q_433	0.007142403
3d6q_451	0.017599903
3d6q_454	0.015434845
3d6q_46	0.21003239
3d6q_491	0.0042532235
3d6q_498	0.004965955
3d6q_50	0.5189345000000001
3d6q_500	0.0036457271999999997
3d6q_528	0.023936544
3d6q_539	0.004969684
3d6q_546	0.012395547
3d6q_551	0.023057422
3d6q_563	0.0010837489
3d6q_574	0.0078759575
3d6q_581	0.014280853999999999
3d6q_586	0.02080039
3d6q_592	0.0023029536999999997
3d6q_610	0.03235214
3d6q_614	0.009033916999999999
3d6q_624	0.0058455174
3d6q_654	0.0029444627000000004
3d6q_665	0.01852154
3d6q_671	0.002597011
3d6q_674	0.015258111999999999
3d6q_679	0.0075425957
3d6q_691	0.01757279
3d6q_698	0.018643674
3d6q_708	0.17329793
3d6q_710	0.35600188
3d6q_718	0.04717959
3d6q_724	0.013633417
3d6q_726	0.011913176000000001
3d6q_729	0.049219437000000005
3d6q_738	0.022953507
3d6q_750	0.018339856
3d6q_753	0.012621651000000001
3d6q_754	0.12850994
3d6q_755	0.019848313
3d6q_756	0.0064665433
3d6q_760	0.063645236
3d6q_776	0.035947975
3d6q_782	0.024776394
3d6q_80	0.107565165
3d6q_809	0.030990522000000003
3d6q_810	0.047866106
3d6q_821	0.04060705
3d6q_822	0.062233694000000006
3d6q_837	0.05437532
3d6q_839	0.004001521
3d6q_915	0.09649497
3d6q_953	0.15495744
3d6q_98	0.2734308
3d6q_ligand	0.29097882
