,pdb_id,lig_id,rmsd,label
0,10gs,1_0000,0.715967,1
1,10gs,1_0001,0.729889,1
2,10gs,1_0002,0.7650359999999999,1
3,10gs,1_0003,1.9302099999999998,1
4,10gs,1_0004,2.05356,0
5,10gs,1_0005,2.1614400000000002,0
6,10gs,1_0006,2.1745200000000002,0
7,10gs,1_0007,0.7541359999999999,1
8,10gs,1_0008,0.328869,1
9,10gs,1_0009,0.32345999999999997,1
10,10gs,1_000x,0.714806,1
11,10gs,1_0010,0.32353000000000004,1
12,10gs,1_0011,2.16247,0
13,10gs,1_0012,5.87054,0
14,10gs,1_0013,6.05203,0
15,10gs,1_0014,5.09416,0
16,10gs,1_0015,11.6015,0
17,10gs,1_0016,5.94433,0
18,10gs,1_0017,11.0757,0
19,10gs,1_0018,5.7655199999999995,0
20,10gs,1_0019,11.1792,0
21,184l,1_0000,0.994029,1
22,184l,1_0001,0.8531040000000001,1
23,184l,1_0002,0.6444770000000001,1
24,184l,1_0003,0.6286,1
25,184l,1_0004,1.6013600000000001,1
26,184l,1_0005,4.22794,0
27,184l,1_0006,4.20219,0
28,184l,1_0007,4.28902,0
29,184l,1_0008,1.60608,1
30,184l,1_0009,4.26106,0
31,184l,1_000x,0.6015020000000001,1
32,184l,1_0010,4.32932,0
33,184l,1_0011,4.32231,0
34,184l,1_0012,4.26374,0
35,184l,1_0013,0.9157569999999999,1
36,184l,1_0014,0.268329,1
37,184l,1_0015,4.28983,0
38,184l,1_0016,1.32218,1
39,184l,1_0017,0.880232,1
40,184l,1_0018,4.2826699999999995,0
41,184l,1_0019,1.33718,1
42,185l,1_0000,3.06969,0
43,185l,1_0001,0.5846,1
44,185l,1_0002,0.574626,1
45,185l,1_0003,1.38717,1
46,185l,1_0004,2.02904,0
47,185l,1_0005,0.297188,1
48,185l,1_0006,3.53535,0
49,185l,1_0007,1.6782099999999998,1
50,185l,1_0008,2.2294400000000003,0
51,185l,1_0009,3.69447,0
52,185l,1_000x,0.47461899999999996,1
53,185l,1_0010,1.96922,1
54,185l,1_0011,1.9512900000000002,1
55,185l,1_0012,3.12012,0
56,185l,1_0013,3.12321,0
57,185l,1_0014,2.68008,0
58,185l,1_0015,2.04142,0
59,185l,1_0016,2.20676,0
60,185l,1_0017,3.08618,0
61,185l,1_0018,1.98777,1
62,185l,1_0019,2.16878,0
63,186l,1_0000,4.5614,0
64,186l,1_0001,4.48257,0
65,186l,1_0002,1.38715,1
66,186l,1_0003,2.19219,0
67,186l,1_0004,4.5239,0
68,186l,1_0005,1.15135,1
69,186l,1_0006,1.49368,1
70,186l,1_0007,4.45985,0
71,186l,1_0008,4.4059099999999995,0
72,186l,1_0009,1.31602,1
73,186l,1_000x,0.347612,1
74,186l,1_0010,1.24381,1
75,186l,1_0011,4.46761,0
76,186l,1_0012,1.14724,1
77,186l,1_0013,4.51065,0
78,186l,1_0014,1.26162,1
79,186l,1_0015,0.862503,1
80,186l,1_0016,4.52883,0
81,186l,1_0017,1.0873899999999999,1
82,186l,1_0018,1.27704,1
83,186l,1_0019,0.9575620000000001,1
84,187l,1_0000,1.0768799999999998,1
85,187l,1_0001,1.00599,1
86,187l,1_0002,1.01491,1
87,187l,1_0003,1.29354,1
88,187l,1_0004,1.20096,1
89,187l,1_0005,1.00811,1
90,187l,1_0006,1.21684,1
91,187l,1_0007,1.2363,1
92,187l,1_0008,1.1662700000000001,1
93,187l,1_0009,0.668701,1
94,187l,1_000x,0.28024,1
95,187l,1_0010,1.06785,1
96,187l,1_0011,0.664817,1
97,187l,1_0012,1.19288,1
98,187l,1_0013,0.861669,1
99,187l,1_0014,0.5383899999999999,1
100,187l,1_0015,1.17293,1
101,187l,1_0016,0.755927,1
102,187l,1_0017,0.650641,1
103,187l,1_0018,0.547255,1
104,187l,1_0019,0.964767,1
105,188l,1_0000,1.74875,1
106,188l,1_0001,1.7604799999999998,1
107,188l,1_0002,1.08199,1
108,188l,1_0003,1.07548,1
109,188l,1_0004,2.6853700000000003,0
110,188l,1_0005,2.69371,0
111,188l,1_0006,2.6834,0
112,188l,1_0007,1.53301,1
113,188l,1_0008,2.83314,0
114,188l,1_0009,1.52146,1
115,188l,1_000x,0.700666,1
116,188l,1_0010,2.8060099999999997,0
117,188l,1_0011,2.0133,0
118,188l,1_0012,2.02087,0
119,188l,1_0013,2.03553,0
120,188l,1_0014,2.68128,0
121,188l,1_0015,2.82464,0
122,188l,1_0016,2.67873,0
123,188l,1_0017,2.02312,0
124,188l,1_0018,2.33751,0
125,188l,1_0019,2.67413,0
126,1a1e,1_0000,1.59054,1
127,1a1e,1_0001,1.0628799999999998,1
128,1a1e,1_0002,1.53109,1
129,1a1e,1_0003,1.7349900000000003,1
130,1a1e,1_0004,3.7446300000000003,0
131,1a1e,1_0005,1.2572,1
132,1a1e,1_0006,1.22655,1
133,1a1e,1_0007,2.60442,0
134,1a1e,1_0008,1.11645,1
135,1a1e,1_0009,1.00106,1
136,1a1e,1_000x,0.784043,1
137,1a1e,1_0010,1.0300200000000002,1
138,1a1e,1_0011,2.71447,0
139,1a1e,1_0012,5.09692,0
140,1a1e,1_0013,4.91547,0
141,1a1e,1_0014,1.9414900000000002,1
142,1a1e,1_0015,1.1273600000000001,1
143,1a1e,1_0016,4.8368199999999995,0
144,1a1e,1_0017,4.83746,0
145,1a1e,1_0018,1.12707,1
146,1a1e,1_0019,1.1084200000000002,1
147,1a28,1_0000,0.568353,1
148,1a28,1_0001,0.180623,1
149,1a28,1_0002,0.390533,1
150,1a28,1_0003,0.27733800000000003,1
151,1a28,1_0004,0.43376400000000004,1
152,1a28,1_0005,0.526875,1
153,1a28,1_0006,6.901260000000001,0
154,1a28,1_0007,6.93462,0
155,1a28,1_0008,7.16914,0
156,1a28,1_0009,6.91638,0
157,1a28,1_000x,0.147301,1
158,1a28,1_0010,6.91967,0
159,1a28,1_0011,7.15612,0
160,1a28,1_0012,7.183789999999999,0
161,1a28,1_0013,7.10365,0
162,1a28,1_0014,1.7684799999999998,1
163,1a28,1_0015,7.15096,0
164,1a28,1_0016,7.1313699999999995,0
165,1a28,1_0017,6.977539999999999,0
166,1a28,1_0018,6.93744,0
167,1a28,1_0019,7.14545,0
168,1a30,1_0000,2.1196599999999997,0
169,1a30,1_0001,1.7782200000000001,1
170,1a30,1_0002,2.61206,0
171,1a30,1_0003,2.49868,0
172,1a30,1_0004,2.2290799999999997,0
173,1a30,1_0005,2.44017,0
174,1a30,1_0006,2.46191,0
175,1a30,1_0007,2.33945,0
176,1a30,1_0008,2.38307,0
177,1a30,1_0009,2.7103099999999998,0
178,1a30,1_000x,1.11896,1
179,1a30,1_0010,2.68581,0
180,1a30,1_0011,2.43087,0
181,1a30,1_0012,1.74642,1
182,1a30,1_0013,2.6278,0
183,1a30,1_0014,3.08752,0
184,1a30,1_0015,3.5566699999999996,0
185,1a30,1_0016,1.32785,1
186,1a30,1_0017,2.1030599999999997,0
187,1a30,1_0018,2.2173599999999998,0
188,1a30,1_0019,6.2359,0
189,1a4k,1_0000,3.0764,0
190,1a4k,1_0001,2.02566,0
191,1a4k,1_0002,2.14047,0
192,1a4k,1_0003,2.47169,0
193,1a4k,1_0004,2.17841,0
194,1a4k,1_0005,1.94396,1
195,1a4k,1_0006,2.57745,0
196,1a4k,1_0007,2.75489,0
197,1a4k,1_0008,2.7421,0
198,1a4k,1_0009,1.90475,1
199,1a4k,1_000x,1.30324,1
200,1a4k,1_0010,3.2011,0
201,1a4k,1_0011,2.17712,0
202,1a4k,1_0012,3.17659,0
203,1a4k,1_0013,2.88843,0
204,1a4k,1_0014,3.05028,0
205,1a4k,1_0015,3.15672,0
206,1a4k,1_0016,3.1749,0
207,1a4k,1_0017,1.93735,1
208,1a4k,1_0018,10.2889,0
209,1a4k,1_0019,2.74477,0
210,1a4r,1_0000,1.02335,1
211,1a4r,1_0001,0.957736,1
212,1a4r,1_0002,0.627915,1
213,1a4r,1_0003,0.8182689999999999,1
214,1a4r,1_0004,0.802743,1
215,1a4r,1_0005,1.31851,1
216,1a4r,1_0006,0.842781,1
217,1a4r,1_0007,1.3440299999999998,1
218,1a4r,1_0008,0.7237319999999999,1
219,1a4r,1_0009,2.12235,0
220,1a4r,1_000x,0.676002,1
221,1a4r,1_0010,0.9404549999999999,1
222,1a4r,1_0011,5.49712,0
223,1a4r,1_0012,1.04801,1
224,1a4r,1_0013,1.3113,1
225,1a4r,1_0014,0.8690209999999999,1
226,1a4r,1_0015,6.17161,0
227,1a4r,1_0016,1.50205,1
228,1a4r,1_0017,2.08669,0
229,1a4r,1_0018,0.9521649999999999,1
230,1a4r,1_0019,0.779263,1
231,1a4w,1_0000,1.15441,1
232,1a4w,1_0001,0.959931,1
233,1a4w,1_0002,1.7074200000000002,1
234,1a4w,1_0003,1.17288,1
235,1a4w,1_0004,1.1435799999999998,1
236,1a4w,1_0005,1.73259,1
237,1a4w,1_0006,1.59679,1
238,1a4w,1_0007,1.63785,1
239,1a4w,1_0008,5.59734,0
240,1a4w,1_0009,1.76774,1
241,1a4w,1_000x,0.8985799999999999,1
242,1a4w,1_0010,1.42414,1
243,1a4w,1_0011,6.780810000000001,0
244,1a4w,1_0012,1.2884,1
245,1a4w,1_0013,0.9469200000000001,1
246,1a4w,1_0014,1.72405,1
247,1a4w,1_0015,7.93087,0
248,1a4w,1_0016,7.93425,0
249,1a4w,1_0017,1.21719,1
250,1a4w,1_0018,8.97362,0
251,1a4w,1_0019,1.48691,1
252,1a69,1_0000,2.72978,0
253,1a69,1_0001,5.56954,0
254,1a69,1_0002,2.96142,0
255,1a69,1_0003,2.2397,0
256,1a69,1_0004,2.65774,0
257,1a69,1_0005,2.01349,0
258,1a69,1_0006,2.3298900000000002,0
259,1a69,1_0007,3.15327,0
260,1a69,1_0008,2.87682,0
261,1a69,1_0009,3.00445,0
262,1a69,1_000x,1.11332,1
263,1a69,1_0010,5.83982,0
264,1a69,1_0011,1.4197,1
265,1a69,1_0012,2.3318,0
266,1a69,1_0013,2.2235,0
267,1a69,1_0014,2.08269,0
268,1a69,1_0015,2.53881,0
269,1a69,1_0016,2.9681900000000003,0
270,1a69,1_0017,3.07882,0
271,1a69,1_0018,3.02045,0
272,1a69,1_0019,2.2570200000000002,0
273,1a8i,1_0000,0.8692979999999999,1
274,1a8i,1_0001,0.852824,1
275,1a8i,1_0002,0.266436,1
276,1a8i,1_0003,0.538221,1
277,1a8i,1_0004,1.06176,1
278,1a8i,1_0005,2.4574700000000003,0
279,1a8i,1_0006,0.845835,1
280,1a8i,1_0007,0.427393,1
281,1a8i,1_0008,1.00065,1
282,1a8i,1_0009,0.9302450000000001,1
283,1a8i,1_000x,0.384103,1
284,1a8i,1_0010,4.64044,0
285,1a8i,1_0011,2.09186,0
286,1a8i,1_0012,1.3736,1
287,1a8i,1_0013,2.1617,0
288,1a8i,1_0014,4.71318,0
289,1a8i,1_0015,4.85646,0
290,1a8i,1_0016,1.54708,1
291,1a8i,1_0017,4.78149,0
292,1a8i,1_0018,0.773428,1
293,1a8i,1_0019,1.60515,1
294,1a94,1_0000,1.56523,1
295,1a94,1_0001,1.3005200000000001,1
296,1a94,1_0002,1.70796,1
297,1a94,1_0003,2.14462,0
298,1a94,1_0004,2.1149400000000003,0
299,1a94,1_0005,1.79167,1
300,1a94,1_0006,1.7556200000000002,1
301,1a94,1_0007,2.0387299999999997,0
302,1a94,1_0008,1.62811,1
303,1a94,1_0009,2.01555,0
304,1a94,1_000x,0.733708,1
305,1a94,1_0010,3.9647,0
306,1a94,1_0011,1.20866,1
307,1a94,1_0012,2.07015,0
308,1a94,1_0013,1.19224,1
309,1a94,1_0014,2.14411,0
310,1a94,1_0015,1.60931,1
311,1a94,1_0016,1.6213799999999998,1
312,1a94,1_0017,2.1652400000000003,0
313,1a94,1_0018,1.12941,1
314,1a94,1_0019,1.8830799999999999,1
315,1a99,1_0000,0.8869020000000001,1
316,1a99,1_0001,0.527569,1
317,1a99,1_0002,0.583144,1
318,1a99,1_0003,0.840476,1
319,1a99,1_0004,0.451758,1
320,1a99,1_0005,0.8240879999999999,1
321,1a99,1_0006,4.13673,0
322,1a99,1_0007,4.06151,0
323,1a99,1_0008,0.8317540000000001,1
324,1a99,1_0009,0.7678590000000001,1
325,1a99,1_000x,0.611009,1
326,1a99,1_0010,3.04052,0
327,1a99,1_0011,0.68555,1
328,1a99,1_0012,2.96251,0
329,1a99,1_0013,2.1059,0
330,1a99,1_0014,2.50271,0
331,1a99,1_0015,3.05602,0
332,1a99,1_0016,0.901057,1
333,1a99,1_0017,0.543281,1
334,1a99,1_0018,1.64042,1
335,1a99,1_0019,0.960383,1
336,1a9m,1_0000,1.22638,1
337,1a9m,1_0001,1.62435,1
338,1a9m,1_0002,1.42121,1
339,1a9m,1_0003,1.32914,1
340,1a9m,1_0004,2.36732,0
341,1a9m,1_0005,3.1789400000000003,0
342,1a9m,1_0006,2.43223,0
343,1a9m,1_0007,1.2917,1
344,1a9m,1_0008,2.45677,0
345,1a9m,1_0009,2.44375,0
346,1a9m,1_000x,1.04892,1
347,1a9m,1_0010,1.22956,1
348,1a9m,1_0011,5.83325,0
349,1a9m,1_0012,1.6039299999999999,1
350,1a9m,1_0013,3.22565,0
351,1a9m,1_0014,2.76389,0
352,1a9m,1_0015,2.52238,0
