#code	rmsd
4gid_132	9.98908
4gid_134	7.187069999999999
4gid_197	0.768456
4gid_201	0.378677
4gid_204	1.11184
4gid_205	0.839973
4gid_217	8.01828
4gid_229	10.4686
4gid_230	1.08219
4gid_232	11.2307
4gid_235	10.8836
4gid_237	7.490469999999999
4gid_242	8.80558
4gid_245	1.0280200000000002
4gid_246	1.56779
4gid_257	0.9927040000000001
4gid_259	1.09685
4gid_269	0.867499
4gid_270	11.1756
4gid_276	5.7291
4gid_277	10.6382
4gid_282	1.7863900000000001
4gid_285	0.9863709999999999
4gid_290	6.698339999999999
4gid_291	0.686137
4gid_298	0.9065719999999999
4gid_301	10.1077
4gid_311	10.0029
4gid_315	9.59905
4gid_324	8.9951
4gid_336	0.971241
4gid_368	11.8724
4gid_372	10.0194
4gid_39	10.7156
4gid_393	9.758980000000001
4gid_402	3.08545
4gid_405	5.3000300000000005
4gid_408	2.43108
4gid_412	2.3978900000000003
4gid_416	7.1501
4gid_421	6.02773
4gid_428	4.43396
4gid_429	7.26503
4gid_433	3.3599099999999997
4gid_435	10.513
4gid_449	2.73705
4gid_453	5.89468
4gid_462	5.11613
4gid_475	3.9898599999999997
4gid_479	2.87929
4gid_481	12.0828
4gid_482	5.89655
4gid_483	2.965
4gid_486	3.18287
4gid_506	11.3014
4gid_507	10.7577
4gid_509	7.8045800000000005
4gid_54	9.80696
4gid_577	9.65543
4gid_580	7.3159
4gid_596	9.69143
4gid_625	11.8255
4gid_629	10.257
4gid_630	9.754669999999999
4gid_666	6.591819999999999
4gid_699	7.58634
4gid_700	10.8732
4gid_713	5.433269999999999
4gid_718	7.974939999999999
4gid_725	6.0256099999999995
4gid_732	6.48135
4gid_735	5.08648
4gid_739	8.46777
4gid_744	9.04451
4gid_752	9.132769999999999
4gid_766	3.87121
4gid_770	7.441439999999999
4gid_78	10.0752
4gid_789	0.72953
4gid_791	1.1869
4gid_792	1.54954
4gid_796	2.17646
4gid_804	2.55875
4gid_809	2.6297200000000003
4gid_811	5.290109999999999
4gid_815	3.57784
4gid_833	1.7241400000000002
4gid_860	3.3395099999999998
4gid_861	7.15003
4gid_874	4.114330000000001
4gid_880	3.0672099999999998
4gid_897	2.24103
4gid_937	10.2718
4gid_941	5.03306
4gid_943	7.0433
4gid_944	8.12048
4gid_946	9.509089999999999
4gid_948	8.932780000000001
4gid_951	4.74284
4gid_959	7.925910000000001
4gid_ligand	0.0
