#code	rmsd
3b68_121	0.711059
3b68_126	0.9981479999999999
3b68_192	0.8221209999999999
3b68_228	1.51752
3b68_269	2.0887599999999997
3b68_291	0.9093399999999999
3b68_304	0.8705930000000001
3b68_405	2.00395
3b68_410	2.2631900000000003
3b68_418	8.38632
3b68_423	2.90027
3b68_430	1.9863400000000002
3b68_438	3.1625400000000004
3b68_439	8.60266
3b68_441	1.88156
3b68_446	2.33047
3b68_459	8.82421
3b68_467	7.732139999999999
3b68_475	8.64936
3b68_484	2.3862200000000002
3b68_549	2.34306
3b68_558	8.70098
3b68_564	7.63001
3b68_573	9.481110000000001
3b68_574	9.42127
3b68_580	9.19957
3b68_591	9.13108
3b68_605	9.11202
3b68_626	9.03453
3b68_627	3.6644
3b68_644	3.4063800000000004
3b68_665	3.30206
3b68_678	9.78715
3b68_683	9.17412
3b68_685	9.442730000000001
3b68_686	2.23885
3b68_687	2.54312
3b68_696	3.16197
3b68_714	0.993382
3b68_753	0.984902
3b68_756	1.23832
3b68_763	1.21874
3b68_772	4.49674
3b68_774	5.53185
3b68_776	6.52538
3b68_778	3.8295800000000004
3b68_779	6.625439999999999
3b68_780	6.75185
3b68_781	6.6646
3b68_782	6.742189999999999
3b68_783	6.734489999999999
3b68_784	2.86918
3b68_865	1.25369
3b68_884	2.26231
3b68_904	0.9317049999999999
3b68_922	1.0581200000000002
3b68_947	0.48734799999999995
3b68_962	1.50744
3b68_965	2.25349
3b68_99	0.8510489999999999
3b68_ligand	0.0
