#code	rmsd
3ary_100	1.61541
3ary_147	7.044
3ary_154	7.9036
3ary_162	9.522680000000001
3ary_187	5.1422300000000005
3ary_195	8.76105
3ary_206	7.566
3ary_208	9.10276
3ary_222	6.11282
3ary_230	9.78968
3ary_237	9.03588
3ary_240	4.65747
3ary_244	10.1996
3ary_252	9.32161
3ary_255	7.85987
3ary_276	8.68042
3ary_286	9.13497
3ary_290	8.90219
3ary_292	9.537230000000001
3ary_298	9.26775
3ary_302	10.2409
3ary_304	4.48302
3ary_311	3.8506199999999997
3ary_317	4.029669999999999
3ary_383	6.55155
3ary_418	3.77619
3ary_466	3.24392
3ary_487	3.1546
3ary_499	6.28817
3ary_503	3.3206800000000003
3ary_513	5.041
3ary_515	4.2365699999999995
3ary_540	8.0842
3ary_547	4.49153
3ary_548	2.8358
3ary_556	7.05014
3ary_558	7.72935
3ary_561	5.00669
3ary_580	2.63233
3ary_627	3.1800599999999997
3ary_648	8.11562
3ary_650	7.499510000000001
3ary_663	5.04283
3ary_687	5.76085
3ary_702	5.65206
3ary_71	1.9417200000000001
3ary_723	4.0262400000000005
3ary_727	7.40297
3ary_729	1.59941
3ary_730	7.045910000000001
3ary_731	7.767119999999999
3ary_735	10.0516
3ary_736	2.86781
3ary_739	8.19667
3ary_740	5.98074
3ary_744	4.97109
3ary_750	7.35997
3ary_751	1.83107
3ary_754	1.62239
3ary_762	1.39978
3ary_763	6.583710000000001
3ary_765	3.07718
3ary_770	5.932930000000001
3ary_772	8.59495
3ary_773	3.55035
3ary_774	6.776260000000001
3ary_775	9.12745
3ary_778	6.8071
3ary_797	6.67933
3ary_799	2.49686
3ary_801	8.41456
3ary_805	2.1812400000000003
3ary_826	4.17605
3ary_828	3.40516
3ary_832	1.33019
3ary_837	4.40528
3ary_844	1.2324
3ary_850	1.87903
3ary_858	6.700939999999999
3ary_861	2.01376
3ary_864	6.40496
3ary_866	3.80681
3ary_880	8.08428
3ary_884	8.02224
3ary_943	2.98007
3ary_953	6.27703
3ary_968	8.72533
3ary_976	3.7504800000000005
3ary_979	1.71148
3ary_981	6.48948
3ary_ligand	0.0
