#code	rmsd
3coy_110	6.80645
3coy_120	8.33665
3coy_156	9.874239999999999
3coy_158	4.3049
3coy_16	0.9316909999999999
3coy_163	6.25199
3coy_168	8.14708
3coy_185	7.3833899999999995
3coy_189	6.45746
3coy_215	3.4212
3coy_224	0.47559300000000004
3coy_235	0.727014
3coy_252	0.930517
3coy_254	0.6221979999999999
3coy_258	3.14439
3coy_262	2.79815
3coy_276	10.2338
3coy_280	1.34956
3coy_291	3.00715
3coy_293	5.61192
3coy_305	10.7816
3coy_31	0.504501
3coy_339	7.093960000000001
3coy_347	8.66395
3coy_355	3.31299
3coy_359	6.574669999999999
3coy_373	9.1681
3coy_384	0.256626
3coy_395	0.593485
3coy_4	1.5404799999999998
3coy_400	8.57473
3coy_416	1.59417
3coy_417	3.10642
3coy_422	4.9096
3coy_425	4.0328800000000005
3coy_44	3.6408300000000002
3coy_444	4.09333
3coy_455	4.05363
3coy_458	4.40963
3coy_460	1.93395
3coy_463	1.25025
3coy_464	3.77507
3coy_467	9.4483
3coy_468	1.6927599999999998
3coy_472	4.38811
3coy_476	8.08028
3coy_485	7.883710000000001
3coy_498	8.96035
3coy_500	2.26868
3coy_510	3.38595
3coy_513	6.58027
3coy_522	1.7186400000000002
3coy_525	1.9289900000000002
3coy_528	4.7316400000000005
3coy_529	4.20215
3coy_541	4.5450099999999996
3coy_544	8.136569999999999
3coy_545	2.5644
3coy_546	6.47875
3coy_547	6.08296
3coy_550	9.2442
3coy_553	7.340910000000001
3coy_559	3.16127
3coy_562	3.86254
3coy_563	6.176159999999999
3coy_566	4.4382
3coy_581	3.05028
3coy_582	7.200069999999999
3coy_588	5.886080000000001
3coy_589	7.395969999999999
3coy_591	5.65948
3coy_593	8.26143
3coy_600	5.6065
3coy_610	7.356960000000001
3coy_611	2.72593
3coy_619	10.2791
3coy_620	5.59472
3coy_623	4.25956
3coy_632	7.64335
3coy_634	9.03014
3coy_640	7.65207
3coy_650	9.462489999999999
3coy_66	1.7824200000000001
3coy_667	7.71465
3coy_675	4.25398
3coy_684	9.76865
3coy_685	2.22247
3coy_686	9.68179
3coy_693	5.791930000000001
3coy_695	8.396930000000001
3coy_733	0.932063
3coy_794	1.88494
3coy_834	1.05902
3coy_ligand	0.0
