#code	rmsd
4x6p_106	11.222999999999999
4x6p_114	11.1625
4x6p_121	9.68622
4x6p_125	10.2218
4x6p_142	0.6504989999999999
4x6p_147	10.6054
4x6p_170	4.59387
4x6p_18	12.8025
4x6p_195	8.97914
4x6p_197	11.4603
4x6p_201	0.859319
4x6p_203	0.9407639999999999
4x6p_204	0.652728
4x6p_214	1.57752
4x6p_215	2.5425299999999997
4x6p_221	1.72353
4x6p_224	3.6378800000000004
4x6p_231	1.71005
4x6p_25	10.9466
4x6p_254	0.565469
4x6p_265	1.80245
4x6p_277	2.49895
4x6p_300	2.29905
4x6p_304	4.3861099999999995
4x6p_312	0.6746449999999999
4x6p_316	12.0051
4x6p_324	0.6385689999999999
4x6p_33	11.1246
4x6p_344	2.9197
4x6p_346	6.48871
4x6p_380	10.044
4x6p_381	0.920848
4x6p_398	1.5738
4x6p_401	3.0032
4x6p_407	1.97115
4x6p_421	3.42175
4x6p_426	3.33797
4x6p_427	6.4505
4x6p_432	11.4082
4x6p_438	9.43788
4x6p_439	10.045
4x6p_441	7.18974
4x6p_448	3.3152800000000004
4x6p_454	5.115880000000001
4x6p_463	4.234319999999999
4x6p_481	7.95459
4x6p_486	2.46069
4x6p_504	9.41638
4x6p_513	4.29953
4x6p_518	5.14385
4x6p_521	2.92691
4x6p_528	12.7671
4x6p_532	12.3531
4x6p_533	3.13144
4x6p_544	10.457
4x6p_548	4.87925
4x6p_549	4.60506
4x6p_550	9.78701
4x6p_551	7.48066
4x6p_553	3.92533
4x6p_555	10.0776
4x6p_559	3.66128
4x6p_568	10.7254
4x6p_570	10.2326
4x6p_571	11.0428
4x6p_577	7.805910000000001
4x6p_579	10.0108
4x6p_583	12.0283
4x6p_592	9.98466
4x6p_596	11.4445
4x6p_612	9.31343
4x6p_620	2.54293
4x6p_621	8.150360000000001
4x6p_623	3.2389900000000003
4x6p_636	6.2204
4x6p_637	2.13898
4x6p_642	6.14806
4x6p_644	9.25473
4x6p_646	11.5416
4x6p_649	2.78304
4x6p_650	6.656289999999999
4x6p_653	11.0248
4x6p_657	10.6285
4x6p_665	10.6197
4x6p_666	5.06114
4x6p_667	9.23666
4x6p_668	9.47172
4x6p_674	4.2651699999999995
4x6p_688	3.9266900000000002
4x6p_689	6.97266
4x6p_693	10.6271
4x6p_696	3.8069699999999997
4x6p_706	0.910222
4x6p_820	1.88615
4x6p_835	2.13773
4x6p_876	1.85257
4x6p_889	1.19207
4x6p_89	11.1915
4x6p_97	10.5291
4x6p_98	10.3371
4x6p_ligand	0.0
