#code	rmsd
3n7a_36	0.48588000000000003
3n7a_402	0.9697530000000001
3n7a_405	0.633808
3n7a_418	3.3876699999999995
3n7a_423	1.2938
3n7a_428	0.713925
3n7a_437	2.66111
3n7a_446	4.27008
3n7a_459	1.7366599999999999
3n7a_488	0.959299
3n7a_494	3.42539
3n7a_495	1.11269
3n7a_547	4.15688
3n7a_548	3.3230699999999995
3n7a_552	1.06481
3n7a_569	5.83563
3n7a_574	3.36588
3n7a_579	5.06984
3n7a_582	5.18162
3n7a_583	1.97334
3n7a_584	5.00405
3n7a_637	2.0798099999999997
3n7a_638	4.32477
3n7a_670	4.08766
3n7a_7	0.336425
3n7a_734	3.4643
3n7a_736	4.798109999999999
3n7a_738	4.81266
3n7a_740	4.80561
3n7a_745	2.3167299999999997
3n7a_747	4.67555
3n7a_752	4.88681
3n7a_760	2.25979
3n7a_767	1.7146700000000001
3n7a_768	4.80152
3n7a_771	1.8637099999999998
3n7a_774	2.1129700000000002
3n7a_775	2.34965
3n7a_776	2.29351
3n7a_779	4.201169999999999
3n7a_781	1.8373
3n7a_788	3.52675
3n7a_794	3.14207
3n7a_795	2.74405
3n7a_797	4.31735
3n7a_798	3.42864
3n7a_831	0.46843199999999996
3n7a_840	0.520418
3n7a_897	0.751808
3n7a_955	0.21380900000000003
3n7a_993	1.35543
3n7a_ligand	0.0
