#code	rmsd
3e93_108	11.3208
3e93_124	1.011
3e93_128	11.3728
3e93_130	1.62591
3e93_141	0.461005
3e93_155	0.90209
3e93_168	1.6669
3e93_179	0.742875
3e93_240	0.34128200000000003
3e93_301	0.32295
3e93_323	3.35353
3e93_352	0.5533239999999999
3e93_36	11.2482
3e93_390	2.89703
3e93_401	1.9549400000000001
3e93_407	2.28401
3e93_417	1.88126
3e93_419	10.950999999999999
3e93_421	1.8273700000000002
3e93_427	2.48773
3e93_433	3.3380400000000003
3e93_435	12.6174
3e93_439	11.6814
3e93_440	1.89157
3e93_445	11.8131
3e93_446	2.40836
3e93_453	10.7959
3e93_454	6.81682
3e93_455	4.48609
3e93_459	12.6127
3e93_461	1.47275
3e93_464	2.6493599999999997
3e93_466	11.3255
3e93_467	2.30714
3e93_468	2.11065
3e93_476	4.6054
3e93_477	2.76423
3e93_480	12.1114
3e93_484	2.79718
3e93_485	1.81172
3e93_491	3.1587400000000003
3e93_494	1.76643
3e93_500	2.2069400000000003
3e93_51	0.336077
3e93_511	4.03967
3e93_518	3.6913199999999997
3e93_520	4.170030000000001
3e93_522	4.26518
3e93_523	11.3785
3e93_530	5.2169099999999995
3e93_536	4.77503
3e93_543	12.5066
3e93_552	3.92995
3e93_555	10.8411
3e93_560	4.34087
3e93_562	4.22419
3e93_565	12.3719
3e93_566	4.30697
3e93_571	13.379000000000001
3e93_573	11.4536
3e93_575	3.06128
3e93_576	8.46291
3e93_579	12.056
3e93_581	11.3038
3e93_584	5.0271099999999995
3e93_589	3.7612099999999997
3e93_607	12.9104
3e93_636	12.4921
3e93_643	9.8758
3e93_646	3.4381699999999995
3e93_651	12.5624
3e93_654	10.9186
3e93_657	13.1153
3e93_660	5.99763
3e93_661	5.0352
3e93_664	11.5874
3e93_669	13.5417
3e93_673	11.0806
3e93_678	11.1548
3e93_684	12.0885
3e93_696	11.7092
3e93_698	13.8384
3e93_7	0.709655
3e93_81	3.18288
3e93_813	0.503185
3e93_821	10.0882
3e93_822	9.92624
3e93_823	10.0756
3e93_824	11.7968
3e93_833	11.5946
3e93_835	9.77636
3e93_836	11.6351
3e93_837	9.63498
3e93_840	9.689789999999999
3e93_841	9.6115
3e93_901	0.79827
3e93_ligand	0.0
