#code	rmsd
3p5o_104	1.04898
3p5o_108	0.918956
3p5o_114	0.993717
3p5o_126	1.03359
3p5o_141	6.379630000000001
3p5o_165	6.205430000000001
3p5o_236	6.6275699999999995
3p5o_238	0.692531
3p5o_267	0.513717
3p5o_287	0.7998310000000001
3p5o_413	6.884869999999999
3p5o_414	7.75236
3p5o_424	7.35728
3p5o_427	7.73105
3p5o_429	6.32223
3p5o_439	6.662660000000001
3p5o_440	2.64065
3p5o_442	3.46777
3p5o_443	7.794389999999999
3p5o_452	3.25414
3p5o_456	6.803030000000001
3p5o_457	2.28503
3p5o_462	6.16079
3p5o_467	7.67665
3p5o_471	5.18447
3p5o_510	2.03858
3p5o_513	0.8187260000000001
3p5o_517	2.48562
3p5o_518	1.32612
3p5o_521	1.03637
3p5o_531	1.41814
3p5o_538	7.14525
3p5o_540	2.73837
3p5o_543	6.28188
3p5o_551	6.30714
3p5o_566	8.90372
3p5o_567	4.6496
3p5o_568	1.7967400000000002
3p5o_569	6.7789
3p5o_570	7.32298
3p5o_576	6.882910000000001
3p5o_581	7.21099
3p5o_588	4.14303
3p5o_594	6.46894
3p5o_595	6.1017
3p5o_596	3.4314
3p5o_597	2.9790900000000002
3p5o_632	3.64709
3p5o_650	5.51694
3p5o_652	8.23345
3p5o_658	2.1238799999999998
3p5o_679	5.86451
3p5o_680	2.78836
3p5o_686	5.32094
3p5o_689	6.06882
3p5o_690	4.05543
3p5o_692	5.74872
3p5o_694	5.48525
3p5o_695	3.3007400000000002
3p5o_700	2.12542
3p5o_724	6.38899
3p5o_737	1.47986
3p5o_752	6.574669999999999
3p5o_759	0.691447
3p5o_818	0.8902530000000001
3p5o_835	1.33639
3p5o_840	0.9954850000000001
3p5o_853	1.68508
3p5o_926	1.54627
3p5o_93	0.919639
3p5o_ligand	0.0
