#code	rmsd
3n86_265	0.317256
3n86_404	8.12785
3n86_405	0.9001530000000001
3n86_412	8.686580000000001
3n86_419	8.26746
3n86_420	8.62682
3n86_424	8.88283
3n86_430	1.48119
3n86_432	8.59384
3n86_433	8.67232
3n86_436	8.74478
3n86_438	1.61531
3n86_443	1.79056
3n86_451	2.96853
3n86_460	8.46616
3n86_462	1.9903400000000002
3n86_465	8.60598
3n86_467	1.35836
3n86_468	0.984554
3n86_472	2.26675
3n86_475	8.21992
3n86_477	3.23179
3n86_480	1.6223
3n86_483	8.86923
3n86_485	2.1149
3n86_486	7.80023
3n86_487	8.356
3n86_491	7.355860000000001
3n86_500	8.0853
3n86_509	1.47953
3n86_531	1.44555
3n86_532	2.2442900000000003
3n86_54	0.252039
3n86_557	2.78728
3n86_563	1.96295
3n86_574	3.78145
3n86_586	3.24626
3n86_595	3.9668300000000003
3n86_596	1.69925
3n86_610	3.45791
3n86_639	8.62682
3n86_657	3.57447
3n86_662	8.6126
3n86_664	3.9668300000000003
3n86_665	3.12625
3n86_666	3.07341
3n86_674	2.53301
3n86_676	8.74478
3n86_680	8.60598
3n86_690	3.39149
3n86_768	0.8635860000000001
3n86_859	0.307494
3n86_861	0.918286
3n86_870	0.8669459999999999
3n86_878	0.812581
3n86_99	0.219129
3n86_ligand	0.0
