#code	rmsd
1eby_169	9.19536
1eby_211	0.966341
1eby_217	0.992864
1eby_218	4.42316
1eby_223	0.835476
1eby_231	2.22263
1eby_233	2.00747
1eby_237	2.7228
1eby_238	0.948089
1eby_244	1.19681
1eby_245	4.41211
1eby_255	4.60365
1eby_259	5.6638
1eby_262	1.00573
1eby_265	0.934473
1eby_266	2.16173
1eby_269	0.88287
1eby_271	4.32839
1eby_279	2.01017
1eby_294	4.33833
1eby_295	0.867452
1eby_297	3.69734
1eby_299	0.8148850000000001
1eby_326	4.367319999999999
1eby_350	11.2846
1eby_361	0.8617870000000001
1eby_364	0.9521040000000001
1eby_372	9.41933
1eby_414	4.72381
1eby_416	2.60538
1eby_444	6.45221
1eby_447	2.97591
1eby_453	3.4462599999999997
1eby_456	7.42908
1eby_464	4.78912
1eby_470	3.8531699999999995
1eby_472	4.402430000000001
1eby_473	4.33274
1eby_477	4.81274
1eby_481	5.97109
1eby_488	4.87807
1eby_490	5.6775199999999995
1eby_493	7.52652
1eby_499	4.6234
1eby_503	8.262780000000001
1eby_507	10.442
1eby_514	6.86868
1eby_517	10.0883
1eby_519	6.76319
1eby_531	6.77226
1eby_532	8.09032
1eby_535	7.692589999999999
1eby_538	6.11779
1eby_540	6.26797
1eby_548	7.24188
1eby_556	6.3487599999999995
1eby_563	6.949330000000001
1eby_569	10.5497
1eby_571	5.30195
1eby_572	9.11352
1eby_573	10.1871
1eby_575	9.0416
1eby_576	7.78125
1eby_580	9.79684
1eby_582	8.95098
1eby_584	8.24497
1eby_595	9.883389999999999
1eby_597	8.21734
1eby_600	10.3651
1eby_634	6.59325
1eby_641	9.12883
1eby_645	9.51265
1eby_647	10.219
1eby_649	8.459719999999999
1eby_658	7.57775
1eby_659	8.202630000000001
1eby_667	8.70975
1eby_673	8.53692
1eby_688	6.75679
1eby_689	6.9225
1eby_694	9.29481
1eby_731	3.13453
1eby_741	8.1639
1eby_751	9.5781
1eby_763	7.08903
1eby_767	8.333860000000001
1eby_769	7.952560000000001
1eby_770	7.11751
1eby_771	10.2364
1eby_772	5.39192
1eby_773	10.0253
1eby_774	7.2292
1eby_777	10.6156
1eby_779	8.1298
1eby_791	7.25497
1eby_792	7.6108199999999995
1eby_803	3.88571
1eby_813	4.25598
1eby_826	5.49616
1eby_848	3.9336599999999997
1eby_ligand	0.0
