#code	rmsd
4wiv_230	9.17004
4wiv_270	8.97905
4wiv_401	8.99049
4wiv_413	8.72005
4wiv_414	9.1665
4wiv_428	9.38994
4wiv_434	4.43709
4wiv_435	6.3766099999999994
4wiv_441	5.23486
4wiv_448	8.35256
4wiv_461	3.38766
4wiv_475	4.76466
4wiv_476	4.14487
4wiv_481	8.99462
4wiv_484	4.0273
4wiv_486	4.023619999999999
4wiv_487	5.59894
4wiv_491	6.97615
4wiv_493	4.41849
4wiv_509	7.5392600000000005
4wiv_517	5.23118
4wiv_520	8.168560000000001
4wiv_528	3.8999900000000003
4wiv_532	4.49109
4wiv_553	7.37528
4wiv_557	8.134839999999999
4wiv_566	7.18681
4wiv_577	6.940589999999999
4wiv_583	3.3569999999999998
4wiv_598	5.67622
4wiv_601	4.7697400000000005
4wiv_615	6.06225
4wiv_621	2.58615
4wiv_631	7.6127899999999995
4wiv_651	5.425269999999999
4wiv_679	3.3125400000000003
4wiv_683	6.13817
4wiv_697	7.02676
4wiv_698	4.11913
4wiv_721	0.721669
4wiv_727	2.2824
4wiv_729	1.66307
4wiv_738	1.98813
4wiv_739	2.06767
4wiv_742	4.0641099999999994
4wiv_745	6.6623600000000005
4wiv_746	2.35327
4wiv_747	8.40302
4wiv_749	7.66237
4wiv_753	3.29449
4wiv_762	8.41189
4wiv_769	5.93684
4wiv_771	9.069280000000001
4wiv_774	6.694610000000001
4wiv_792	1.8186099999999998
4wiv_820	1.73291
4wiv_829	0.8622190000000001
4wiv_836	2.49568
4wiv_838	0.868643
4wiv_841	2.93058
4wiv_844	2.2107799999999997
4wiv_846	3.37667
4wiv_863	2.43045
4wiv_865	8.22712
4wiv_866	3.27789
4wiv_869	3.6629300000000002
4wiv_870	3.2523
4wiv_888	1.9750400000000001
4wiv_890	4.19295
4wiv_892	1.6988
4wiv_913	1.6337700000000002
4wiv_914	1.6628599999999998
4wiv_915	1.74436
4wiv_935	2.60438
4wiv_947	2.94702
4wiv_953	3.8266199999999997
4wiv_960	2.30258
4wiv_965	2.9875599999999998
4wiv_973	0.543821
4wiv_977	1.9654200000000002
4wiv_979	7.983860000000001
4wiv_981	8.154760000000001
4wiv_ligand	0.0
