#code	rmsd
4kz6_110	1.0761100000000001
4kz6_112	0.882396
4kz6_143	0.713746
4kz6_160	0.688551
4kz6_20	6.769480000000001
4kz6_267	3.0958900000000003
4kz6_308	0.283736
4kz6_315	0.536374
4kz6_350	0.5125460000000001
4kz6_365	0.658803
4kz6_373	0.907694
4kz6_389	0.557295
4kz6_403	6.21045
4kz6_408	5.9198699999999995
4kz6_419	5.9055
4kz6_490	6.1516
4kz6_511	2.9511
4kz6_527	2.70601
4kz6_529	4.85313
4kz6_534	7.702960000000001
4kz6_548	1.2319200000000001
4kz6_549	2.95818
4kz6_553	5.1557900000000005
4kz6_588	3.49387
4kz6_593	7.674339999999999
4kz6_658	5.70558
4kz6_665	1.62739
4kz6_666	3.32754
4kz6_679	0.8925850000000001
4kz6_681	1.73947
4kz6_694	2.04684
4kz6_701	2.9929099999999997
4kz6_723	1.76255
4kz6_726	7.24087
4kz6_731	2.9306200000000002
4kz6_745	4.22239
4kz6_746	7.4102
4kz6_748	4.43761
4kz6_754	7.25938
4kz6_755	8.00911
4kz6_761	7.16133
4kz6_764	4.90404
4kz6_766	4.76602
4kz6_768	4.4117
4kz6_772	6.765060000000001
4kz6_773	7.40147
4kz6_775	4.79574
4kz6_776	6.7399
4kz6_778	6.09291
4kz6_785	3.99851
4kz6_787	7.032430000000001
4kz6_790	3.4632
4kz6_796	4.062130000000001
4kz6_798	5.065840000000001
4kz6_815	3.1210299999999997
4kz6_819	2.78956
4kz6_839	7.5897
4kz6_840	7.91333
4kz6_853	5.82154
4kz6_854	5.334169999999999
4kz6_858	4.70742
4kz6_873	8.091510000000001
4kz6_874	5.19037
4kz6_875	7.3193600000000005
4kz6_878	5.62906
4kz6_879	1.2092100000000001
4kz6_888	2.259
4kz6_892	1.49689
4kz6_895	5.97662
4kz6_897	5.6100900000000005
4kz6_900	3.95439
4kz6_925	1.8701299999999998
4kz6_955	4.30934
4kz6_958	5.40289
4kz6_960	1.10819
4kz6_974	4.68866
4kz6_ligand	0.0
