#code	rmsd
5aba_220	9.49426
5aba_247	9.586039999999999
5aba_261	9.34238
5aba_263	8.8132
5aba_284	9.636439999999999
5aba_297	8.80349
5aba_36	4.36598
5aba_38	3.48389
5aba_40	9.049
5aba_408	9.2688
5aba_410	8.973239999999999
5aba_412	8.94008
5aba_455	7.2727
5aba_460	9.78388
5aba_47	6.52856
5aba_470	9.44084
5aba_472	4.45475
5aba_490	9.045810000000001
5aba_492	9.8367
5aba_5	8.8897
5aba_517	5.48516
5aba_525	9.895539999999999
5aba_527	2.93805
5aba_555	5.73677
5aba_558	6.30728
5aba_559	5.75063
5aba_570	3.25765
5aba_575	5.43642
5aba_584	4.3316300000000005
5aba_596	2.59479
5aba_598	9.99969
5aba_599	3.4651300000000003
5aba_618	8.29652
5aba_620	4.35123
5aba_623	4.30438
5aba_625	2.4504099999999998
5aba_628	4.93677
5aba_632	3.6579599999999997
5aba_640	2.2548
5aba_641	8.532739999999999
5aba_647	5.18519
5aba_653	9.30076
5aba_654	3.51393
5aba_655	2.95241
5aba_657	2.9275700000000002
5aba_661	9.08532
5aba_663	3.93644
5aba_666	5.87861
5aba_668	6.50968
5aba_669	2.6348700000000003
5aba_674	8.35567
5aba_676	4.0056
5aba_677	10.1395
5aba_679	5.100619999999999
5aba_680	3.8382099999999997
5aba_690	4.18965
5aba_697	7.626060000000001
5aba_698	9.401
5aba_701	5.31556
5aba_702	2.00335
5aba_703	2.00236
5aba_704	7.208589999999999
5aba_71	8.17585
5aba_712	1.21861
5aba_728	8.08271
5aba_749	5.7577
5aba_751	7.900189999999999
5aba_760	8.28993
5aba_772	1.67251
5aba_78	5.11589
5aba_786	1.7852400000000002
5aba_792	2.28952
5aba_799	8.46946
5aba_820	2.01651
5aba_850	5.0291
5aba_858	5.46239
5aba_859	5.1794400000000005
5aba_864	6.2954300000000005
5aba_865	2.1600200000000003
5aba_880	4.214519999999999
5aba_882	3.6062300000000005
5aba_898	1.74385
5aba_899	8.7479
5aba_956	8.18399
5aba_96	8.15685
5aba_962	8.14622
5aba_966	2.59843
5aba_ligand	0.0
