#code	rmsd
1bzc_101	5.46537
1bzc_111	5.20621
1bzc_142	1.3018299999999998
1bzc_190	0.682954
1bzc_217	0.754627
1bzc_223	0.773859
1bzc_225	1.01766
1bzc_260	2.0254
1bzc_265	0.69958
1bzc_300	0.758283
1bzc_323	0.736839
1bzc_375	0.691448
1bzc_409	10.4982
1bzc_412	5.8453800000000005
1bzc_414	10.2796
1bzc_427	5.4305900000000005
1bzc_43	0.843852
1bzc_439	5.8705
1bzc_440	5.0412
1bzc_443	10.0849
1bzc_449	9.93085
1bzc_461	3.39836
1bzc_463	9.77775
1bzc_464	5.52061
1bzc_466	1.9911400000000001
1bzc_469	3.5042800000000005
1bzc_473	5.38566
1bzc_481	3.65904
1bzc_487	4.80147
1bzc_502	1.7493299999999998
1bzc_504	1.4055600000000001
1bzc_522	3.25505
1bzc_524	2.5710599999999997
1bzc_526	1.76269
1bzc_527	0.962566
1bzc_530	1.48906
1bzc_539	1.7336900000000002
1bzc_546	2.96753
1bzc_549	3.3938300000000003
1bzc_556	1.7717599999999998
1bzc_558	2.77434
1bzc_566	9.84947
1bzc_577	1.9393
1bzc_579	3.12684
1bzc_588	2.45206
1bzc_592	2.8244
1bzc_593	1.65032
1bzc_597	3.34015
1bzc_608	11.3703
1bzc_611	5.72994
1bzc_614	2.73654
1bzc_615	6.5624199999999995
1bzc_620	7.223839999999999
1bzc_622	6.719519999999999
1bzc_625	3.70623
1bzc_629	3.27803
1bzc_633	3.24917
1bzc_644	7.85036
1bzc_651	6.405819999999999
1bzc_652	8.317210000000001
1bzc_659	10.7138
1bzc_660	10.365
1bzc_664	9.92601
1bzc_666	9.46452
1bzc_669	3.8277900000000002
1bzc_670	8.25635
1bzc_671	7.538060000000001
1bzc_674	5.95075
1bzc_677	4.05291
1bzc_681	6.06095
1bzc_682	9.7915
1bzc_686	9.90643
1bzc_688	10.7933
1bzc_690	7.7976600000000005
1bzc_694	5.46976
1bzc_700	7.25166
1bzc_709	0.678858
1bzc_778	9.85237
1bzc_963	3.37731
1bzc_ligand	0.0
