#code	rmsd
4pcs_141	1.14523
4pcs_152	0.913731
4pcs_164	0.542941
4pcs_165	0.901372
4pcs_173	0.772792
4pcs_190	1.5824
4pcs_196	0.41431899999999994
4pcs_202	1.07101
4pcs_241	2.95197
4pcs_257	1.35076
4pcs_274	3.02665
4pcs_309	0.46142299999999997
4pcs_401	2.8651299999999997
4pcs_409	2.99262
4pcs_413	3.2898699999999996
4pcs_416	2.97624
4pcs_437	4.382219999999999
4pcs_443	6.81014
4pcs_444	6.93007
4pcs_448	2.4717700000000002
4pcs_452	6.60537
4pcs_476	6.929710000000001
4pcs_477	6.75537
4pcs_486	6.7009
4pcs_491	4.12955
4pcs_494	6.77208
4pcs_512	3.22158
4pcs_518	4.21335
4pcs_521	5.3759
4pcs_527	6.08488
4pcs_533	4.4365
4pcs_537	5.60902
4pcs_538	3.9130199999999995
4pcs_545	5.292590000000001
4pcs_548	3.7784800000000005
4pcs_549	4.67042
4pcs_552	5.25972
4pcs_554	3.28729
4pcs_564	5.87632
4pcs_572	5.50448
4pcs_580	6.7682899999999995
4pcs_581	4.53316
4pcs_588	5.14991
4pcs_592	5.89901
4pcs_598	5.66924
4pcs_600	4.88074
4pcs_63	0.8223739999999999
4pcs_654	3.5074400000000003
4pcs_663	6.44168
4pcs_684	2.47946
4pcs_697	2.19083
4pcs_719	0.7831359999999999
4pcs_734	1.44113
4pcs_749	1.01528
4pcs_765	2.3700900000000003
4pcs_773	3.60877
4pcs_776	1.7779599999999998
4pcs_777	3.3073699999999997
4pcs_78	1.39954
4pcs_780	3.16781
4pcs_785	3.6438800000000002
4pcs_788	1.82107
4pcs_789	2.6863099999999998
4pcs_790	4.233709999999999
4pcs_795	6.75995
4pcs_800	4.6736
4pcs_812	0.560883
4pcs_826	1.07063
4pcs_828	0.7304689999999999
4pcs_883	4.4969
4pcs_ligand	0.0
