#code	rmsd
3arp_103	4.5099599999999995
3arp_17	1.42864
3arp_176	4.50433
3arp_181	4.35979
3arp_190	2.49974
3arp_198	3.00218
3arp_203	2.5678799999999997
3arp_211	3.21762
3arp_214	4.0850800000000005
3arp_223	3.3683400000000003
3arp_227	3.7326300000000003
3arp_231	3.6396800000000002
3arp_232	2.2037
3arp_235	2.15847
3arp_245	2.6409
3arp_248	2.59517
3arp_252	3.32164
3arp_254	1.73367
3arp_255	3.7926699999999998
3arp_258	3.63941
3arp_284	1.88037
3arp_289	3.7459
3arp_290	5.44273
3arp_299	3.21256
3arp_324	2.63578
3arp_330	3.02294
3arp_333	2.35093
3arp_347	2.71779
3arp_353	10.0838
3arp_357	1.45041
3arp_365	4.17315
3arp_367	2.7467099999999998
3arp_37	1.04939
3arp_371	8.49939
3arp_380	9.676969999999999
3arp_394	2.36504
3arp_407	9.03845
3arp_419	6.766489999999999
3arp_420	5.5089999999999995
3arp_425	9.34793
3arp_431	7.78605
3arp_447	4.13822
3arp_448	7.484089999999999
3arp_449	8.18303
3arp_46	6.73893
3arp_496	9.04541
3arp_505	4.28607
3arp_509	8.31822
3arp_516	4.18886
3arp_517	6.41671
3arp_540	7.316660000000001
3arp_549	6.56482
3arp_551	8.45538
3arp_558	7.32954
3arp_562	5.417619999999999
3arp_570	6.58202
3arp_574	6.04862
3arp_575	5.61254
3arp_585	6.821969999999999
3arp_6	1.6715099999999998
3arp_605	8.93222
3arp_607	8.28985
3arp_615	8.3296
3arp_620	8.1708
3arp_623	9.18388
3arp_632	9.29823
3arp_641	5.75945
3arp_650	8.31199
3arp_653	7.40123
3arp_658	9.46727
3arp_67	1.02173
3arp_671	6.61103
3arp_674	9.19762
3arp_679	8.8568
3arp_684	8.122710000000001
3arp_703	7.35695
3arp_73	3.72609
3arp_734	5.47285
3arp_750	4.77884
3arp_752	4.7079
3arp_781	6.02886
3arp_783	5.21929
3arp_784	5.56964
3arp_785	7.366110000000001
3arp_787	7.331460000000001
3arp_790	5.15506
3arp_89	6.44906
3arp_909	6.57768
3arp_951	8.70577
3arp_963	7.35002
3arp_ligand	0.0
