#code	rmsd
3dx1_119	0.304243
3dx1_20	0.158404
3dx1_25	0.33358000000000004
3dx1_287	0.694162
3dx1_29	0.5035850000000001
3dx1_304	0.468317
3dx1_382	0.789179
3dx1_39	0.17272200000000001
3dx1_440	3.2214099999999997
3dx1_457	1.99892
3dx1_464	2.7858099999999997
3dx1_477	1.68754
3dx1_492	3.3129699999999995
3dx1_497	3.7653800000000004
3dx1_531	1.5800299999999998
3dx1_548	5.8531
3dx1_554	2.72353
3dx1_557	5.67075
3dx1_560	3.15657
3dx1_566	6.11749
3dx1_568	6.07009
3dx1_569	4.04093
3dx1_570	5.11521
3dx1_574	4.55595
3dx1_577	5.93425
3dx1_579	5.11192
3dx1_585	5.54332
3dx1_587	4.0490900000000005
3dx1_588	4.61728
3dx1_591	6.880610000000001
3dx1_592	4.6605099999999995
3dx1_594	5.56306
3dx1_595	6.34049
3dx1_597	7.482060000000001
3dx1_603	6.02904
3dx1_611	2.7713900000000002
3dx1_627	5.85963
3dx1_634	5.848730000000001
3dx1_645	6.766260000000001
3dx1_648	6.50455
3dx1_651	6.4366
3dx1_654	6.633780000000001
3dx1_657	5.01048
3dx1_665	4.48717
3dx1_673	6.30408
3dx1_679	4.8606
3dx1_683	6.20755
3dx1_687	6.3284400000000005
3dx1_692	7.205210000000001
3dx1_693	7.1555100000000005
3dx1_695	7.2405100000000004
3dx1_700	4.62469
3dx1_735	2.4613400000000003
3dx1_750	3.89905
3dx1_753	2.5712
3dx1_756	1.97738
3dx1_763	2.33471
3dx1_766	2.29382
3dx1_775	2.8041400000000003
3dx1_776	4.78656
3dx1_781	3.76016
3dx1_784	2.3267900000000004
3dx1_785	2.42318
3dx1_787	5.57979
3dx1_791	2.64856
3dx1_802	0.5113340000000001
3dx1_808	2.08307
3dx1_840	2.28965
3dx1_851	2.32405
3dx1_861	2.60946
3dx1_961	1.5844799999999999
3dx1_983	2.3159
3dx1_987	1.4149100000000001
3dx1_989	0.744215
3dx1_ligand	0.0
