#code	rmsd
1y6r_232	0.462186
1y6r_288	0.717255
1y6r_405	5.61589
1y6r_406	2.9544200000000003
1y6r_413	5.8307
1y6r_419	5.39416
1y6r_424	3.38386
1y6r_429	2.10111
1y6r_430	3.09233
1y6r_434	2.28334
1y6r_438	5.57341
1y6r_440	2.09559
1y6r_445	3.55102
1y6r_450	3.80789
1y6r_455	2.16595
1y6r_457	5.73412
1y6r_463	6.0426
1y6r_473	1.9628299999999999
1y6r_476	2.4809900000000003
1y6r_480	2.5164
1y6r_481	1.46184
1y6r_482	5.48691
1y6r_484	5.28095
1y6r_496	2.80859
1y6r_510	2.23552
1y6r_535	1.44917
1y6r_551	6.40278
1y6r_570	1.33825
1y6r_572	2.24658
1y6r_575	5.11497
1y6r_579	1.31654
1y6r_595	3.12921
1y6r_603	5.11335
1y6r_604	5.0117
1y6r_613	5.128430000000001
1y6r_645	1.39316
1y6r_650	5.4993099999999995
1y6r_652	5.456840000000001
1y6r_655	1.5659
1y6r_656	4.89145
1y6r_657	5.144340000000001
1y6r_661	5.5252
1y6r_666	6.23719
1y6r_678	5.12351
1y6r_694	5.22403
1y6r_696	6.52681
1y6r_698	4.94198
1y6r_734	1.12723
1y6r_806	0.597183
1y6r_808	0.570959
1y6r_809	0.673786
1y6r_819	0.366112
1y6r_858	0.7797430000000001
1y6r_925	0.877875
1y6r_947	0.54404
1y6r_968	0.6024010000000001
1y6r_ligand	0.0
