#code	rmsd
2xnb_159	0.937523
2xnb_253	0.9179889999999999
2xnb_26	0.788358
2xnb_280	0.896731
2xnb_291	0.8865120000000001
2xnb_353	9.420160000000001
2xnb_354	1.16012
2xnb_400	9.73086
2xnb_403	3.56031
2xnb_409	2.14914
2xnb_428	6.85537
2xnb_430	2.4698900000000004
2xnb_434	4.16148
2xnb_437	2.03545
2xnb_441	2.90135
2xnb_446	9.300289999999999
2xnb_454	5.61344
2xnb_455	2.5710900000000003
2xnb_459	6.07558
2xnb_46	1.03769
2xnb_462	3.8774
2xnb_463	3.6227400000000003
2xnb_476	3.14181
2xnb_479	9.241760000000001
2xnb_481	5.15045
2xnb_483	3.4157300000000004
2xnb_484	8.88371
2xnb_487	2.8239
2xnb_488	2.40199
2xnb_499	4.1532
2xnb_517	9.08151
2xnb_538	9.90996
2xnb_539	5.48738
2xnb_545	5.00589
2xnb_558	4.947030000000001
2xnb_574	9.86972
2xnb_584	5.50354
2xnb_586	5.6371400000000005
2xnb_588	9.6434
2xnb_590	6.34013
2xnb_592	4.053669999999999
2xnb_593	2.92194
2xnb_596	3.58301
2xnb_610	6.608969999999999
2xnb_627	7.668839999999999
2xnb_633	8.73666
2xnb_653	9.332939999999999
2xnb_663	5.37448
2xnb_674	9.93339
2xnb_675	4.62413
2xnb_69	1.13106
2xnb_694	8.55596
2xnb_707	5.678380000000001
2xnb_709	2.1034900000000003
2xnb_717	9.15528
2xnb_718	3.9069
2xnb_723	8.226389999999999
2xnb_724	4.99483
2xnb_726	8.81616
2xnb_728	5.23135
2xnb_729	4.7673
2xnb_73	8.96605
2xnb_730	7.55215
2xnb_733	7.99021
2xnb_734	8.98729
2xnb_735	9.25832
2xnb_737	9.90648
2xnb_738	4.73189
2xnb_751	0.625505
2xnb_770	1.56483
2xnb_782	4.73647
2xnb_787	7.04418
2xnb_795	9.08532
2xnb_812	3.49621
2xnb_818	9.03072
2xnb_827	3.61729
2xnb_833	4.36873
2xnb_841	1.28139
2xnb_846	0.9574950000000001
2xnb_855	1.92875
2xnb_858	0.798151
2xnb_896	1.97531
2xnb_911	1.96534
2xnb_913	1.2106700000000001
2xnb_918	7.2690399999999995
2xnb_923	1.9290900000000002
2xnb_924	2.2021599999999997
2xnb_934	0.9100729999999999
2xnb_937	6.811039999999999
2xnb_939	0.938204
2xnb_ligand	0.0
