#code	rmsd
1owh_159	2.12336
1owh_174	9.60234
1owh_187	9.58262
1owh_210	0.912616
1owh_213	3.5436400000000003
1owh_216	2.34225
1owh_217	2.21318
1owh_225	3.32666
1owh_227	4.0979
1owh_229	9.948310000000001
1owh_232	2.63432
1owh_234	2.2532200000000002
1owh_245	2.80876
1owh_253	4.10692
1owh_255	3.82867
1owh_258	9.74885
1owh_260	4.08397
1owh_265	1.3911
1owh_266	4.08459
1owh_269	7.28003
1owh_280	9.7782
1owh_283	3.9537199999999997
1owh_285	9.619589999999999
1owh_289	1.88247
1owh_291	1.22621
1owh_3	0.661817
1owh_307	0.531425
1owh_391	0.274084
1owh_431	2.95674
1owh_458	9.91591
1owh_470	9.6622
1owh_492	3.17302
1owh_509	6.29996
1owh_512	9.81151
1owh_514	4.18168
1owh_519	5.56008
1owh_523	6.01844
1owh_528	5.9991
1owh_529	6.5929
1owh_530	10.1906
1owh_532	0.9014139999999999
1owh_535	5.3754
1owh_538	3.80062
1owh_540	0.580454
1owh_550	6.5846
1owh_553	9.808489999999999
1owh_562	9.25768
1owh_573	9.79158
1owh_595	10.0565
1owh_607	2.15561
1owh_610	4.5398
1owh_614	1.7164400000000002
1owh_629	9.41503
1owh_639	3.75507
1owh_641	1.7200400000000002
1owh_648	2.16352
1owh_673	9.75332
1owh_681	9.83098
1owh_701	0.593817
1owh_737	4.11246
1owh_739	3.36162
1owh_745	9.68815
1owh_749	4.98157
1owh_750	4.6477
1owh_756	9.58972
1owh_757	9.635069999999999
1owh_760	9.698789999999999
1owh_762	4.96839
1owh_764	5.067130000000001
1owh_767	9.355830000000001
1owh_771	5.86038
1owh_773	2.39747
1owh_774	5.86074
1owh_778	2.76137
1owh_779	5.95704
1owh_780	5.93942
1owh_782	5.7614
1owh_786	9.5492
1owh_787	2.70771
1owh_788	3.25181
1owh_789	10.3715
1owh_795	8.87308
1owh_797	9.55498
1owh_798	9.91853
1owh_894	1.0574
1owh_917	9.601410000000001
1owh_921	1.35565
1owh_935	0.969216
1owh_938	1.61722
1owh_977	1.7187299999999999
1owh_990	1.7487700000000002
1owh_ligand	0.0
